neutral,"Oyunu açmadan önce uçak moduna alın, reklamsız oynayın. İndirilme sayısı arttıkça herhalde zorunlu reklam izleme süresini de arttırdılar. Oyuna iyi denebilir ama reklam çok ve böyle bir oyun için aşırı fazla şarj yiyor."
positive,Yapanın ellerine sağlık tüm ekibin
negative,Ya her bölüm başı reklam olmada süper ama biraz makul olun !!!!!!!
negative,Güzel oyın ama cok sacma bu kadar reklam olmamalı cok sacma buldugum ıcın oynamıyorum
positive,İndirmeden 5 yildiz verdim bu super bi uygulama
positive,Bence kötü değil deneyin derim
neutral,Trendyol reklamında çıkışa izin vermiyor reklamı kapatamıyorum. Ya trendyol açmak yada oyun kapatmak zorunda kalıyorum. Baska hiç bir reklamda bu sorun olmuyor.
negative,Trendyol reklamı kapanmıyor
neutral,Devamlı reklam araya girmesi çok sıkıcı
positive,GüZel oyun
positive,Kafayı dagıtmalik 🙂
negative,banka uygulamasını açmak istiyor
negative,Garanti cep şubeyi açmaya çalıştı dolandırıcılar muhtemelen 🤔
neutral,"Oynaması zevkli güzel bir oyun fakat çok aşırı sıklıkta reklam çıkıyor, azaltılması lazım. Ve evet şarjı biraz fazla tüketiyor"
positive,Çok güzel bir uygulama şiddetle tavsiyendir
negative,Berbat
negative,"45 bölümdü galiba 3 boşluk başı A sonu A , ne yazdıysam olmadı. O tek harfi satın aldım ABA çıktı, yazıyorum kabul etmiyor. Yazıyorum kabul etmiyor. İnsanlrın sabrını mı deniyorsunuz. Bir şey yapıyosunuz düzgün yapın."
positive,On üzeri on
negative,Boyle reklamlar olucaksa ben bu oyunu silerim kimseyede tavsiye etmem reklamlari kaldir satin almak nedir arkadas bu ne sacmalik cevap istiyorum ?
positive,"Harika kelime oyunu,sadece çok fazla reklam mevcut."
positive,Eğlenceli zaman geçiriyorsun beğendim
positive,Harika
positive,A dictionary shows the words found would be great. Thank you in advance for your consideration!
positive,"Gayet güzel, herkese öneririm"
negative,Bu oyun sanki Apple ile anlaşılarak bilinçli bir şekilde batarya ömrünü tüketmek için yapılmış.X kullanıyorum normalde akşam şarjı yüzde otuz ya da 40 filan kalıyor yarın lazım olur bitirip öyle takayım diyordum bitiremiyordum.Şimdi bu oyunu acıyorum böyle bir durumda şaak diye bitiyor.Bir de aşırı reklam bir yerden sonra insanı bıktırıyor.Reklam deyince sinirlendim bak;normalde 3 yıldız vermiştim 1’e indiriyorum!
negative,"Bu kadar şarj yiyen bir uygulama görmedim.
Çok reklam var.
Kelimeler genelde aynı."
neutral,Her bölüm bitimi reklam çok can sıkıcı oluyor
positive,Oyun çok güzel.reklamlar da olması gerektiği kadar.gayet başarılı bi uygulama.yapan arkadaşlara tebrikler
positive,Boşa indirme yapmaktan hoşlanmıyorum telefonuma ama bu oyun gerçekten indirmeye değer.Hem öğretici hem eğlenceli
negative,Aşırı reklam var rahatsız edici oyuna geçemiyorsun yanda herhangi bir boşlukta sürekli reklam kalsa sorun yok
positive,Yesss bunu arıyordum süperrrr
positive,Harika bir uygulama
positive,Yorumları okumadım ama 👏
positive,Çokkkkkkk güzel bir oyun
neutral,Çok basit
negative,Reklam çok çıkıyor. Oyun güzel
negative,heval yapıyorum olmuyor neden? fasistler
positive,çok zaman geçiriyorum harika oyun
negative,Oyunun tadını alamıyorum reklamdan
positive,Süper
positive,Oyun harika ama reklamlarınızdan bıktım yeter artık reklamdan oyun oynanmıyor.
neutral,Seviye atladıkça bulmaca yanıtları birbirini tekrarlar hale geliyor yaratıcılık lütfen
positive,Başarılı
negative,Çok fazla reklam var oyun sıkıcı hale geliyor
positive,Süpere
neutral,Her etapta reklam çıkıyor o yüzden oyundan zevk almayı kısıtlıyor yoksa oyun keyifli
positive,Reklam olayı ve sürekli kesintisi sıkıntı
positive,Ama oyun cok guzel !
negative,Artık illallah ettirdi 10 saniye sürüyorlar çıkması kapanması basıyorsun kapanmıyor siliyorum oyunu !
negative,Güncelleme de bölümler neden değişti? 9 kelime ile yarışırken kelime sayısı azaltılmış o kadar zorlanarak geçtiğim bölümler şimdi daha kolay günlerdir uğraştığım bölümlerin daha kolay bir hal alması bütün moralimi bozdu. Böyle saçma bişey ilk defa görüyorum.
positive,👏🏼👏🏼👏🏼
negative,Harf secimi cok zor bayiyor
positive,Bayıyor
negative,Reklamdan oyun oynayamıyoruz
negative,"Çok fazla reklam var, çok şarj yiyor...."
neutral,"Bi dakikadan sonra Hep Aynı Kelimeler Çıkıyor,Çengel Kısmı Daha Fazla olmalı,Genişlemeli..Kelimeler Fazlalaşmalı..Onun Haricinde Harika Ötesi Bi Oyun Lafım Yok !"
negative,Aşırı çok reklam var ya nefret ettim.
positive,hoş
positive,Müthiş
neutral,Çokkkk reklam var 🤮
positive,İyi oyun
positive,Çok eğlenceli . Kelime oyunlarını sevenler için birebir 👍🏼
positive,Süpers
neutral,İlk defa kelime bulma yada türetme beğendim fakat bilmediğim birsürü kelime var bulunun bilinmeyen kelimeler bizim işin açıklansa daha güzel olacak dikkate alırsınız umarım ...
positive,Kelime dağarcığımız gelişiyor teşekkürler
positive,Gerçekten güzel bir uygulama
negative,Saçma sapan bir sürü reklam var 10 dk oyun oynuyorsan 9 dk sı reklamı kapatmakla  uğraşıyorsun . Oyun çok güzel ama reklamlar oyunu silmeye mecbur bırakıyor . Ha bide reklam görmek istemiyorsanız ücret ödüyorsunuz .. tamamen saçmalık..
negative,Çok güzel bir uygulama olmasına rağmen her oyun sonunda çıkan ‘REKLAMLAR’ yüzünden uygulamayı bir daha asla yüklememek üzre siliyorum lanet olsun reklam kapatmaktan sinir hastası oldum!
positive,Kemol
positive,Harikaaaaa
negative,Dakika başı reklam çıkıyor oyun çok iyi reklama bir çözüm bulunmalı
positive,Oyun güzel ama dünya gezmesi falan boş çocuk kandırmacası gibi
negative,Bazen yazdığım kelimeleri kabul etmiyor harf alınca aynı kelime ortaya çıkıyor ayrıca reklam için hücresel veriyi ve wifiyi kapatın reklam çıkmıyor.
negative,Reklam izlemek istesem açarım tvden izlerim yeter ya
negative,Müthiş derecede hızlı şarjı bitiriyor
negative,Neden iki de bir WOW Garanti Bankası aplikasyonunu açmak istiyor diye yazı geliyor şifremi mi bilmek istiyorsunuz?????
negative,Yarışmadan çok reklamı silmekle uğraşıyorum
positive,Allahım bu oyun müthiş süper kesinlikle bunu yapan insanlar kesinlikle çok akıllı bir insan’dır
positive,Bayıldım Harika bir oyun
positive,Mükemmel
positive,Zihin açıyor bu oyun
negative,Her oyundan sonra reklamlarınızın abartısı yüzünden siliyorum. Reklamlarınızdan bıktım. Oyunu oynamaya imkan verin biraz!
positive,İki günde ikiyüz bölüm geçtim. O kadar sarıyor işte gerisini siz anlayın :)
negative,Yanacak la telefon
positive,Gerçekten woww çok düzgün hatasız bir uygulama yapmış bulunmaktalar ellerinize kollarınıza sağlık
positive,Reklam olmasa baya başarılı
negative,Reklam reklam reklam reklam reklam haa arada da oyun var
negative,Reklamları çöktükçe uzun sıkılmaya başladımmmmmm
positive,"Reklam çıkıyorsa interneti kapatın.! 
Sadece tek sorun telefonu ısıtıyor onun haricinde herşey keyifli😊"
negative,Oyun mu oynuyorum yoksa reklam mı izliyorum belli değil. Silicem net!
neutral,Çok fazla reklam var
positive,Oyun çok güzel 👏🏻
negative,Oyununuz güzel ve vakit geçirici fakat 40 dk oynamamla %50 uzerinde şarj götürüyor. Bu yüzden sildim. Bu soruna ve haddinden fazla reklama çözüm bulmadığınız sürece kullanmayacağım.
positive,Kesinlikle tavsiye ederim
positive,Çox gözəl oyundu
negative,Üç gün oynadım reklam izlemekten sıkıldım geri sildim sürekli reklam çıkıyor oyundan çok reklam izlemeye  zaman gidiyor
neutral,Oyun çok güzel ama beş dakika oynuyosun şarj ın 72 ken 56 oluyor
positive,Kesinlikle süper bir oyun hem bulmaca çözüyor aynı zamanda genel kültürünüzü geliştiriyorsunuz ayrıca bir tüyo vereyim oynarken internet bağlantısını kapatırsanız reklamlarla karşılaşmıyorsunuz...
positive,Oyun güzel fakat zırt pırt reklam çıkıyor
positive,Stres atmakta Birebir
positive,Oyun Harika ama reklam arası oynamaktan insanda zevk kalmıyor .
negative,Reklam tabii ki olacak. Fakat aşırı reklam var bu oyunda. Ayrıca sizi meşgul ediyor. Sırf bu yüzden tavsiye etmiyorum. ( bu arada yorum yazmak adetim değil ama indirmek isteyenleri uyarmak istedim).
positive,Reklamdan bıktım az koyun reklam
positive,süper
positive,Çok güzel tavsiye ederim 👍🏻👍🏻👍🏻
positive,Sonunda bitti. Teşekkürler
positive,Zevklı bi oyun tavsıye ederim
positive,👍
positive,Totally love it!
negative,Çok rahatsız edici ve konsantrasyonu bozuyor oyundan zevk alamıyorsun bu yüzdende silinen oyunu nefret ettirdi reklam yüzünden
positive,Kafa dağıtıyor
positive,Efsane bir oyun 👍🏻
negative,Uydurma kelimeler var
positive,"Kusura bakmayın da parayla bir seyler aldırasanız diye, kelimeyi cıkartmıyosunuz oyunda son üç harflik kelime bi türlü cıkmıyor, ne kadar hayret dimi!?"
positive,😃😃🇹🇷
negative,Hemen hemen her oyundan sonra reklam olması çok berbat.reklamlar olmazsa iyi
positive,Güzel oyun
positive,Süper
positive,Kelime haznesi dar gibi mantıklı bir bir oyun oysaki üstünde durulsa daha iyi yapılabilir bazı kelimer kabul edilmiyor bu arada teşekkürler
neutral,"Guzel oyun, eglenceli ancak telefon asiri bir sekilde isiniyor ve cok fazla sarj harciyor. Hatta bugune kadar gordugum en hizli sarj harcayan program diyebilirim.

Good and fun game but while playing my phone heats too much and my charge down too quick."
positive,Oyun iyi ama bazen saçma sapan kelimeleri kabul ederken en mantıklıları kabul etmiyor ??
negative,Reklam izlemekten oyun oynayamadım
positive,"Kendine bağlayan bir bulmaca uygulaması. Grafikler olsun, akıcılığı olsun kalitesi olsun hepsi güzel. Vakit geçirmenizi sağlayan ve zihin cimnastiği yapmanıza yarayan bir yönü var. İndirdiğinize kesinlikle değecektir."
negative,Çok reklamla insanı bezdiriyor
neutral,Reklamlar yüzünden siliyorum
neutral,Reklam arası oyun olmuş. Oyun 20 saniye reklam 30 saniye. Reklam severler için güzel
positive,🤪👍🏼
neutral,Bu kadar reklam olmak zorundamı bi el oynuyorum 2 reklam izliyorum silicem yakında az kaldı
neutral,Güzel oyun ama reklamlar berbat etmiş
neutral,Çok reklam var oyun oynamak çok zor oluyor
negative,Zırt pırt reklam giriyor ve kapatamıyoruz mecburen reklam seyrettiriliyor.
negative,Oyun güzel ama bir oyun bir reklam rezalet birde reklamsız oynamak İçin para istiyor kepazelik
negative,Hadi bir reklam seyrettirdin birşey demedik çarpıya bastık kapattık. O ikinci reklam ne ola ki? Bu kadar aç gözlü de olmayın!
negative,Reklamlar Çifter Çifter ..oyun oynamaya sıra gelmiyor..
positive,Bağımlılık yapıyor eğlenceli bir oyun
positive,Oyun güzel ama çok reklam var
positive,Harika
negative,2 defa 89.99 tl lik puan alımı yaptım ancak oyuna puanlarım yüklenmedi. Satın alma işlemi yapmayın
positive,👍süpper
positive,DAHA UZUN KELİMELERLE YAPILDA DAHA İYİ OLUR
negative,Oyundan çok reklam
negative,telefonunun ısınma ve şarjı sömürme problemi biran önce duzeltilmeli
positive,Bağımlılık yapar dikkat
negative,Çok fazla reklam olması sıkıcı
positive,Reklamları az oynayışı kolay Bilgi veriyor 😊👌👌👌👌👍👍👍👍
positive,Çok reklam var
positive,Reklamlar az olsa daha güzel
positive,Çok fazla reklam araya giriyor. Onun dışında güzel
positive,Reklamlar olmasa gayet iyi bir oyun ama çok fazla reklam var
positive,Harikaaaa çok beğendim 😍❤️
positive,Japonya ve güney kore var mı?
positive,Harika
negative,Rezalet bir oyun kelimeler düzenli olarak  aynı çıkıyor aynı kelimeyi 100 kere buluyorsun herhalde
positive,Çok eğlenceli bir oyun... kelime oyun severlere öneririm..
negative,Zaten çocuk oyunu ama reklamdan geçilmiyor. Bu kadar abartılı reklam hiçbir oyunda görmemiştim. Öhğğğğ
negative,"1 saat bile oynamadım sildim, b.kunu çıkarmışlar reklamın. kısa olsalar gam yemicem. oyun diğer kelime oyunlarına çok benziyor, çok farklı birşey yok. kelimelerin anlamları da yazsaymış iyiyimiş. velhasıl indirmeyin, reklamlar yüzündendir çok şarj yiyor"
negative,Oyun güzel ama buna kanmayın. Cihazınıza mining yaptırıyor. O kadar cpu tüketip ısınması ve şarj yemesi başka türlü açıklanamaz.
positive,Keyifli
negative,Çok çok çok fazla reklam insan sıkılıyor bu yüzden sildim oyunu tekrar
negative,77nci bölümde hata var. ANA kelimesi iki defa çıkıyor. Ancak sistem daha önce bulunduğu için kabul etmiyor ve bir sonraki bölüme geçilmiyor.
negative,Her iki oyun arasında 30 sn reklam olması ve aynı reklamları tekrar tekrar izlemek oyundan soğumama neden oluyor
positive,Kelimelerin anlamınıda yazsanız mükemmel olacak
positive,Reklam sayısı çok fazla onun dışında çok eğlenceli bir oyun
positive,Süper faydalı tebrikler
negative,Aşırı reklam verilmiş ve diğer uygulama seslerini kapatıyor. Rahatsız edici düzeyde
negative,Louvre müzesi bölüm ken kelimesi kabul etmiyor 3 kere uygulama indirip yükledim hep aynı yerde harf almaya rağmen onaylamayı ...
negative,İkinci bölümden sonra tıkandı kelimeyi Bildim hala bölüm geçmedi
positive,Zevkli keyif verici bir oyun seviyorum oyunu zaman geçirmek için iddialı bir oyun çok arkadaşıma da tasfiyesi ettim
positive,Eğlenceli hem de öğretici
negative,Beş para etmez hep reklam dolu reklamdan bir türlü çıkamıyorum
positive,"Yeni başladım, keyifli bir oyun"
negative,Güncelleme geldikçe anlamsız ve türkçeyle alakası olmayan kelimeler çoğalıyor. Lütfen asıl onları düzeltelim.
negative,Don’t download
neutral,Uygulama güzel. Başladın mı bırakmak istemiyorsun. Evet kazancınız reklamlar ama    çok sık reklam geliyor.
negative,Sadece reklam dolu bir oyun !!!!!!
negative,"Her bölüm sonunda reklam, saçma sapan kelimeler. sildim.."
positive,Gerçekten çok güzel bir türk bulmaca oyunu. Sürekli güncellenir ve kenara atılmazsa çok daha gelişecektir
positive,Harika ötesi bir oyun.
positive,Yeni başladım ama sevdim
positive,👏👏👏👏👏
negative,Oyunun ilk başlarındaki kelimelerle 200. Bölümünden sonrakilerin aynı olması insanı sinir ediyor ve siliyorum şu an
neutral,İphone X’i ısıtıyor amks cusss.
neutral,İki oyunda bir reklam sıkıcı illa reklamsız satın al diyor.
positive,Çok mu zor bunu yapmak. Şarjı anında sıfırlıyor. Online oyunlar bile şarjı tüketmezsen neden bir kelime oyunu bu kadar harcar. ÇÖZÜM BULUN ŞUNA. TABİ RİCA
negative,oyun ne yazık ki kelime haznesi çok az her iki seviyede bir aynı kelimeler karşımıza çıkıyor artık ezberledim yani zorlayıcı değil tek hoşuma giden kısım şehirleri ülkeleri tanıtması bence bu düzeltilmeli ve internet açıkkken oynamak çok sıkıntı sürekli reklam 30 sn felan beklemek gerekiyor
neutral,Bıktıracak derecede çok reklam
positive,❤️❤️❤️
positive,Harika
positive,"Oyunu indirdiğimde bayağı bir oynadım. Aradan birkaç gün geçti ve telefon çok fazla ısınmaya başladı. Aynı zamanda da şarjımı çok fazla yiyordu, oyun açık olduğunda bile. Neyse efendim, anneciğime de önerdim bu oyunu. Telefonu ısındığı, şarjı çok çabuk tükendiği halde oynamaya devam ediyor. Böyle bir oyun işte bu:)"
neutral,Oyun normalde güzel bir oyun ancak seviye atlamak gibi bir durum yok ilk oyun nasılsa 100 seviyede de aynı şekilde oynuyorsunuz her hangi bir zorluk yada değişim Yok. Mantıksız geldi bana. Birde ilk zamanlarda reklam yok denecek kadar az sonrasında reklam var oyun yok neredeyse. Oyunu geliştirmeleri lazım aynı kelimelerle oyun ilerliyor
neutral,30 tane bulmacada bulunmayan kelime buldum bulmacada belirtilen kelimeleri bulamadım çok zor yapmışsınız bu bölümü 😔
negative,Kelimeler saçma oluşturulmuş olmayan şeyleri sanki varmış gibi kelime uydurulmuş
negative,Reklam arası oyun bu kadar olmaz sakın yüklemeyin bol bol reklam seyredersiniz çok kötü iğrenç beş para etmez
neutral,Dönüp dolaşıp aynı kelimeler çıkıyor karşımıza hem harfleri toplayınca çıkan kelimeler denk geliyor hemde bulmaca içindeki hep aynı kelimeleri yazdırıyor...birçok kelime üretiyorum halbuki ancak kabul etmiyor bunu güncellemek lazım diye düşünüyorum
